ORDER_ID,DATE,TIME,MENU_ITEM,MENU_CATEGORY,TEMP,SAUCE,MENU_PRICE,DAY_OF_WEEK,DAY_TYPE,QUANTITY
108081,2023-03-06,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
112084,2023-03-06,DINNER,RIBEYE,MAIN,MR,PEPPER,47.0,Monday,WEEKDAY,1
112084,2023-03-06,DINNER,T-BONE,MAIN,MR,PEPPER,49.0,Monday,WEEKDAY,1
112084,2023-03-06,DINNER,SCALLOPS,STARTER,Not Applicable,Not Applicable,18.0,Monday,WEEKDAY,1
112084,2023-03-06,DINNER,CRAWNFISH,STARTER,Not Applicable,Not Applicable,14.0,Monday,WEEKDAY,1
112084,2023-03-06,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
112084,2023-03-06,DINNER,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
116087,2023-03-06,DINNER,FILLET,MAIN,MR,GARLIC BUTTER,44.0,Monday,WEEKDAY,1
116087,2023-03-06,DINNER,RIBEYE ON BONE,MAIN,MR,RED WINE JUS,60.0,Monday,WEEKDAY,1
116087,2023-03-06,DINNER,SOUP,STARTER,Not Applicable,Not Applicable,8.0,Monday,WEEKDAY,1
116087,2023-03-06,DINNER,BROCCOLI,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Monday,WEEKDAY,1
116087,2023-03-06,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
116087,2023-03-06,DINNER,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
120090,2023-03-06,DINNER,MEDALLIONS,MAIN,WD,NON_P,32.0,Monday,WEEKDAY,1
120090,2023-03-06,DINNER,RIBEYE,MAIN,R,PEPPER,47.0,Monday,WEEKDAY,1
120090,2023-03-06,DINNER,CHARCUTERIE,STARTER,Not Applicable,Not Applicable,21.0,Monday,WEEKDAY,1
120090,2023-03-06,DINNER,CHIPS,EXTRA_SIDE,Not Applicable,Not Applicable,5.0,Monday,WEEKDAY,1
120090,2023-03-06,DINNER,NON_P,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
120090,2023-03-06,DINNER,SALAD,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
124093,2023-03-06,DINNER,RIBEYE,MAIN,MR,PEPPER,47.0,Monday,WEEKDAY,4
124093,2023-03-06,DINNER,RIBEYE,MAIN,MW,RED WINE JUS,47.0,Monday,WEEKDAY,4
124093,2023-03-06,DINNER,RIBEYE,MAIN,M,PEPPER,47.0,Monday,WEEKDAY,4
124093,2023-03-06,DINNER,FILLET,MAIN,M,GARLIC BUTTER,44.0,Monday,WEEKDAY,1
124093,2023-03-06,DINNER,RIBEYE ON BONE,MAIN,M,PEPPER,60.0,Monday,WEEKDAY,1
124093,2023-03-06,DINNER,RIBEYE,MAIN,R,BEARNAISE,47.0,Monday,WEEKDAY,4
124093,2023-03-06,DINNER,SUPREME CHICKEN,MAIN,NON_P,PEPPER,23.0,Monday,WEEKDAY,1
124093,2023-03-06,DINNER,SALAD,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
124093,2023-03-06,DINNER,CAJUN ONIONS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
124093,2023-03-06,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
124093,2023-03-06,DINNER,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
124093,2023-03-06,DINNER,BROCCOLI,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
124093,2023-03-06,DINNER,SPINACH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
128096,2023-03-06,DINNER,RIBEYE ON BONE,MAIN,MR,RED WINE JUS,60.0,Monday,WEEKDAY,1
128096,2023-03-06,DINNER,CHATEAUBRIAND,MAIN,MR,INCLUDED,98.0,Monday,WEEKDAY,1
128096,2023-03-06,DINNER,POTATO GRATIN,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Monday,WEEKDAY,1
128096,2023-03-06,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
128096,2023-03-06,DINNER,INCLUDED,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
132099,2023-03-06,DINNER,SIRLOIN,MAIN,M,PEPPER,42.0,Monday,WEEKDAY,2
132099,2023-03-06,DINNER,SIRLOIN,MAIN,MW,PEPPER,42.0,Monday,WEEKDAY,2
132099,2023-03-06,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
136102,2023-03-06,DINNER,RIBEYE,MAIN,MR,PEPPER,47.0,Monday,WEEKDAY,2
136102,2023-03-06,DINNER,SIRLOIN,MAIN,MR,GARLIC BUTTER,42.0,Monday,WEEKDAY,3
136102,2023-03-06,DINNER,FILLET,MAIN,M,GARLIC BUTTER,44.0,Monday,WEEKDAY,1
136102,2023-03-06,DINNER,SIRLOIN,MAIN,MR,PEPPER,42.0,Monday,WEEKDAY,3
136102,2023-03-06,DINNER,SIRLOIN,MAIN,M,PEPPER,42.0,Monday,WEEKDAY,3
136102,2023-03-06,DINNER,RIBEYE,MAIN,M,GARLIC BUTTER,47.0,Monday,WEEKDAY,2
136102,2023-03-06,DINNER,MACKEREL,STARTER,Not Applicable,Not Applicable,16.0,Monday,WEEKDAY,1
136102,2023-03-06,DINNER,CAESAR SALAD,STARTER,Not Applicable,Not Applicable,10.0,Monday,WEEKDAY,1
136102,2023-03-06,DINNER,GOAT CHEESE,STARTER,Not Applicable,Not Applicable,14.0,Monday,WEEKDAY,1
136102,2023-03-06,DINNER,SOUP,STARTER,Not Applicable,Not Applicable,8.0,Monday,WEEKDAY,1
136102,2023-03-06,DINNER,TRUFFLE EGG,EXTRA_SIDE,Not Applicable,Not Applicable,4.5,Monday,WEEKDAY,1
136102,2023-03-06,DINNER,CARROTS,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Monday,WEEKDAY,1
136102,2023-03-06,DINNER,SPINACH,EXTRA_SIDE,Not Applicable,Not Applicable,6.0,Monday,WEEKDAY,1
136102,2023-03-06,DINNER,ONION RINGS,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Monday,WEEKDAY,1
136102,2023-03-06,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
136102,2023-03-06,DINNER,SALAD,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
140105,2023-03-06,DINNER,RIBEYE ON BONE,MAIN,MW,RED WINE JUS,60.0,Monday,WEEKDAY,3
140105,2023-03-06,DINNER,RIBEYE ON BONE,MAIN,MR,PEPPER,60.0,Monday,WEEKDAY,3
140105,2023-03-06,DINNER,RIBEYE ON BONE,MAIN,MR,RED WINE JUS,60.0,Monday,WEEKDAY,3
140105,2023-03-06,DINNER,OYSTERS,STARTER,Not Applicable,Not Applicable,18.0,Monday,WEEKDAY,1
140105,2023-03-06,DINNER,LAMBKIDNEY,STARTER,Not Applicable,Not Applicable,10.0,Monday,WEEKDAY,1
140105,2023-03-06,DINNER,TRUFFLE EGG,EXTRA_SIDE,Not Applicable,Not Applicable,4.5,Monday,WEEKDAY,1
140105,2023-03-06,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
144108,2023-03-06,DINNER,FILLET,MAIN,MR,PEPPER,44.0,Monday,WEEKDAY,1
144108,2023-03-06,DINNER,CAESAR SALAD,STARTER,Not Applicable,Not Applicable,10.0,Monday,WEEKDAY,1
144108,2023-03-06,DINNER,GREEN BEANS,EXTRA_SIDE,Not Applicable,Not Applicable,6.0,Monday,WEEKDAY,1
144108,2023-03-06,DINNER,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
148111,2023-03-06,DINNER,CHATEAUBRIAND,MAIN,M,INCLUDED,98.0,Monday,WEEKDAY,1
148111,2023-03-06,DINNER,OYSTERS,STARTER,Not Applicable,Not Applicable,18.0,Monday,WEEKDAY,1
148111,2023-03-06,DINNER,LAMBKIDNEY,STARTER,Not Applicable,Not Applicable,10.0,Monday,WEEKDAY,1
148111,2023-03-06,DINNER,INCLUDED,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
152114,2023-03-06,DINNER,FILLET,MAIN,M,PEPPER,44.0,Monday,WEEKDAY,2
152114,2023-03-06,DINNER,FILLET,MAIN,MR,PEPPER,44.0,Monday,WEEKDAY,2
152114,2023-03-06,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
156117,2023-03-06,DINNER,FILLET,MAIN,MR,GARLIC BUTTER,44.0,Monday,WEEKDAY,1
156117,2023-03-06,DINNER,T-BONE,MAIN,MR,RED WINE JUS,49.0,Monday,WEEKDAY,1
156117,2023-03-06,DINNER,RIBEYE,MAIN,M,BEARNAISE,47.0,Monday,WEEKDAY,1
156117,2023-03-06,DINNER,SPINACH,EXTRA_SIDE,Not Applicable,Not Applicable,6.0,Monday,WEEKDAY,1
156117,2023-03-06,DINNER,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
156117,2023-03-06,DINNER,SALAD,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
160120,2023-03-06,DINNER,RIBEYE ON BONE,MAIN,WD,GARLIC BUTTER,60.0,Monday,WEEKDAY,1
160120,2023-03-06,DINNER,RIBEYE,MAIN,M,PEPPER,47.0,Monday,WEEKDAY,1
160120,2023-03-06,DINNER,SOUP,STARTER,Not Applicable,Not Applicable,8.0,Monday,WEEKDAY,1
160120,2023-03-06,DINNER,CAESAR SALAD,STARTER,Not Applicable,Not Applicable,10.0,Monday,WEEKDAY,1
160120,2023-03-06,DINNER,BROCCOLI,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Monday,WEEKDAY,1
160120,2023-03-06,DINNER,POTATO GRATIN,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
160120,2023-03-06,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
164123,2023-03-06,DINNER,CHATEAUBRIAND,MAIN,M,INCLUDED,98.0,Monday,WEEKDAY,1
164123,2023-03-06,DINNER,RIBEYE,MAIN,MR,GARLIC BUTTER,47.0,Monday,WEEKDAY,1
164123,2023-03-06,DINNER,CAESAR SALAD,STARTER,Not Applicable,Not Applicable,10.0,Monday,WEEKDAY,1
164123,2023-03-06,DINNER,RIB NUGGET,STARTER,Not Applicable,Not Applicable,12.0,Monday,WEEKDAY,1
164123,2023-03-06,DINNER,TRUFFLE EGG,EXTRA_SIDE,Not Applicable,Not Applicable,4.5,Monday,WEEKDAY,1
164123,2023-03-06,DINNER,INCLUDED,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
164123,2023-03-06,DINNER,POTATO GRATIN,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
168126,2023-03-06,DINNER,PORTERHOUSE,MAIN,M,INCLUDED,98.0,Monday,WEEKDAY,1
168126,2023-03-06,DINNER,MEDALLIONS,MAIN,M,NON_P,32.0,Monday,WEEKDAY,1
168126,2023-03-06,DINNER,RIB NUGGET,STARTER,Not Applicable,Not Applicable,12.0,Monday,WEEKDAY,1
168126,2023-03-06,DINNER,GOAT CHEESE,STARTER,Not Applicable,Not Applicable,14.0,Monday,WEEKDAY,1
168126,2023-03-06,DINNER,SPINACH,EXTRA_SIDE,Not Applicable,Not Applicable,6.0,Monday,WEEKDAY,1
168126,2023-03-06,DINNER,INCLUDED,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
168126,2023-03-06,DINNER,NON_P,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Monday,WEEKDAY,1
5003,2023-03-07,LUNCH,LUNCH SIRLOIN,MAIN,MR,BEARNAISE,24.0,Tuesday,WEEKDAY,1
5003,2023-03-07,LUNCH,ONIONS,EXTRA_SIDE,Not Applicable,Not Applicable,5.0,Tuesday,WEEKDAY,1
5003,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
10006,2023-03-07,LUNCH,LUNCH SIRLOIN,MAIN,M,BEARNAISE,24.0,Tuesday,WEEKDAY,1
10006,2023-03-07,LUNCH,ONION RINGS,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Tuesday,WEEKDAY,1
10006,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
15009,2023-03-07,LUNCH,RIBEYE,MAIN,MR,BEARNAISE,47.0,Tuesday,WEEKDAY,1
15009,2023-03-07,LUNCH,FILLET,MAIN,MR,PEPPER,44.0,Tuesday,WEEKDAY,1
15009,2023-03-07,LUNCH,BEEF TARTARE,STARTER,Not Applicable,Not Applicable,16.0,Tuesday,WEEKDAY,1
15009,2023-03-07,LUNCH,HADDOCK GRATIN,STARTER,Not Applicable,Not Applicable,16.0,Tuesday,WEEKDAY,1
15009,2023-03-07,LUNCH,SALAD,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
15009,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
20012,2023-03-07,LUNCH,STEAK SANDUWICH,MAIN,MR,NO SAUCE,16.0,Tuesday,WEEKDAY,1
20012,2023-03-07,LUNCH,BURGER,MAIN,NON_P,NON_P,18.0,Tuesday,WEEKDAY,1
20012,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
25015,2023-03-07,LUNCH,BURGER,MAIN,NON_P,NON_P,18.0,Tuesday,WEEKDAY,1
25015,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
30018,2023-03-07,LUNCH,STEAK SANDUWICH,MAIN,MW,INCLUDED,16.0,Tuesday,WEEKDAY,2
30018,2023-03-07,LUNCH,LUNCH SIRLOIN,MAIN,MW,BEARNAISE,24.0,Tuesday,WEEKDAY,1
30018,2023-03-07,LUNCH,STEAK SANDUWICH,MAIN,MR,INCLUDED,16.0,Tuesday,WEEKDAY,2
30018,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
35021,2023-03-07,LUNCH,SIRLOIN ON BONE,MAIN,MR,PEPPER,39.0,Tuesday,WEEKDAY,1
35021,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
40024,2023-03-07,LUNCH,CHICKEN SALAD,MAIN,NON_P,NON_P,15.0,Tuesday,WEEKDAY,1
40024,2023-03-07,LUNCH,NON_P,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
45027,2023-03-07,LUNCH,STEAK SANDUWICH,MAIN,MR,INCLUDED,16.0,Tuesday,WEEKDAY,1
45027,2023-03-07,LUNCH,BURGER,MAIN,NON_P,NON_P,18.0,Tuesday,WEEKDAY,1
45027,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
50030,2023-03-07,LUNCH,RIBEYE ON BONE,MAIN,MR,PEPPER,60.0,Tuesday,WEEKDAY,1
50030,2023-03-07,LUNCH,OYSTERS,STARTER,Not Applicable,Not Applicable,18.0,Tuesday,WEEKDAY,1
50030,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
55033,2023-03-07,LUNCH,STEAK SANDUWICH,MAIN,M,INCLUDED,16.0,Tuesday,WEEKDAY,1
55033,2023-03-07,LUNCH,LUNCH SIRLOIN,MAIN,M,PEPPER,24.0,Tuesday,WEEKDAY,2
55033,2023-03-07,LUNCH,LUNCH SIRLOIN,MAIN,BLUE,BEARNAISE,24.0,Tuesday,WEEKDAY,2
55033,2023-03-07,LUNCH,SALAD,EXTRA_SIDE,Not Applicable,Not Applicable,5.0,Tuesday,WEEKDAY,1
55033,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
60036,2023-03-07,LUNCH,RIBEYE,MAIN,MR,NO SAUCE,47.0,Tuesday,WEEKDAY,1
60036,2023-03-07,LUNCH,SIRLOIN,MAIN,MR,NO SAUCE,42.0,Tuesday,WEEKDAY,1
60036,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
65039,2023-03-07,LUNCH,RIBEYE,MAIN,M,PEPPER,47.0,Tuesday,WEEKDAY,3
65039,2023-03-07,LUNCH,RIBEYE,MAIN,M,BEARNAISE,47.0,Tuesday,WEEKDAY,3
65039,2023-03-07,LUNCH,RIBEYE,MAIN,MW,PEPPER,47.0,Tuesday,WEEKDAY,3
65039,2023-03-07,LUNCH,RIB NUGGET,STARTER,Not Applicable,Not Applicable,12.0,Tuesday,WEEKDAY,1
65039,2023-03-07,LUNCH,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
65039,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
70042,2023-03-07,LUNCH,FILLET,MAIN,WD,GARLIC BUTTER,44.0,Tuesday,WEEKDAY,2
70042,2023-03-07,LUNCH,FILLET,MAIN,MR,PEPPER,44.0,Tuesday,WEEKDAY,2
70042,2023-03-07,LUNCH,BROCCOLI,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Tuesday,WEEKDAY,1
70042,2023-03-07,LUNCH,ONION RINGS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
70042,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
75045,2023-03-07,LUNCH,FILLET,MAIN,M,PEPPER,44.0,Tuesday,WEEKDAY,1
75045,2023-03-07,LUNCH,MUSHROOMS,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Tuesday,WEEKDAY,1
75045,2023-03-07,LUNCH,CARROTS,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Tuesday,WEEKDAY,1
75045,2023-03-07,LUNCH,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
80048,2023-03-07,DINNER,HALIBUT,MAIN,NON_P,NON_P,24.0,Tuesday,WEEKDAY,1
80048,2023-03-07,DINNER,FILLET,MAIN,MR,GARLIC BUTTER,44.0,Tuesday,WEEKDAY,1
80048,2023-03-07,DINNER,SOUP,STARTER,Not Applicable,Not Applicable,8.0,Tuesday,WEEKDAY,1
80048,2023-03-07,DINNER,HADDOCK GRATIN,STARTER,Not Applicable,Not Applicable,16.0,Tuesday,WEEKDAY,1
80048,2023-03-07,DINNER,GREEN BEANS,EXTRA_SIDE,Not Applicable,Not Applicable,6.0,Tuesday,WEEKDAY,1
80048,2023-03-07,DINNER,SALAD,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
80048,2023-03-07,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
85051,2023-03-07,DINNER,GOAT CHEESE,STARTER,Not Applicable,Not Applicable,14.0,Tuesday,WEEKDAY,1
85051,2023-03-07,DINNER,RIBEYE,MAIN,MW,PEPPER,47.0,Tuesday,WEEKDAY,1
85051,2023-03-07,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
90054,2023-03-07,DINNER,FILLET,MAIN,MW,GARLIC BUTTER,44.0,Tuesday,WEEKDAY,1
90054,2023-03-07,DINNER,CAESAR SALAD,STARTER,NON_P,NON_P,10.0,Tuesday,WEEKDAY,1
90054,2023-03-07,DINNER,RIBEYE ON BONE,MAIN,MW,PEPPER,60.0,Tuesday,WEEKDAY,1
90054,2023-03-07,DINNER,RIBEYE,MAIN,MW,PEPPER,47.0,Tuesday,WEEKDAY,1
90054,2023-03-07,DINNER,SIRLOIN,MAIN,MW,GARLIC BUTTER,42.0,Tuesday,WEEKDAY,1
90054,2023-03-07,DINNER,RIB NUGGET,STARTER,Not Applicable,Not Applicable,12.0,Tuesday,WEEKDAY,1
90054,2023-03-07,DINNER,ONION RINGS,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Tuesday,WEEKDAY,1
90054,2023-03-07,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
90054,2023-03-07,DINNER,NON_P,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
90054,2023-03-07,DINNER,SALAD,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
90054,2023-03-07,DINNER,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
95057,2023-03-07,DINNER,RIBEYE ON BONE,MAIN,MR,GARLIC BUTTER,60.0,Tuesday,WEEKDAY,2
95057,2023-03-07,DINNER,RIBEYE ON BONE,MAIN,M,PEPPER,60.0,Tuesday,WEEKDAY,2
95057,2023-03-07,DINNER,RIB NUGGET,STARTER,Not Applicable,Not Applicable,12.0,Tuesday,WEEKDAY,1
95057,2023-03-07,DINNER,SALAD,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
95057,2023-03-07,DINNER,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
100060,2023-03-07,DINNER,RIBEYE,MAIN,MR,GARLIC BUTTER,47.0,Tuesday,WEEKDAY,2
100060,2023-03-07,DINNER,RIBEYE,MAIN,M,NO SAUCE,47.0,Tuesday,WEEKDAY,2
100060,2023-03-07,DINNER,CAESAR SALAD,STARTER,Not Applicable,Not Applicable,10.0,Tuesday,WEEKDAY,1
100060,2023-03-07,DINNER,ONION RINGS,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Tuesday,WEEKDAY,1
100060,2023-03-07,DINNER,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
105063,2023-03-07,DINNER,PORTERHOUSE,MAIN,WD,INCLUDED,98.0,Tuesday,WEEKDAY,1
105063,2023-03-07,DINNER,INCLUDED,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
110066,2023-03-07,DINNER,MEDALLIONS,MAIN,MW,NON_P,32.0,Tuesday,WEEKDAY,1
110066,2023-03-07,DINNER,SIRLOIN,MAIN,M,PEPPER,42.0,Tuesday,WEEKDAY,1
110066,2023-03-07,DINNER,OYSTERS,STARTER,Not Applicable,Not Applicable,18.0,Tuesday,WEEKDAY,1
110066,2023-03-07,DINNER,SALAD,EXTRA_SIDE,Not Applicable,Not Applicable,5.0,Tuesday,WEEKDAY,1
110066,2023-03-07,DINNER,NON_P,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
110066,2023-03-07,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
115069,2023-03-07,DINNER,SIRLOIN,MAIN,MW,GARLIC BUTTER,42.0,Tuesday,WEEKDAY,1
115069,2023-03-07,DINNER,SUPREME CHICKEN,MAIN,NON_P,NON_P,23.0,Tuesday,WEEKDAY,1
115069,2023-03-07,DINNER,FILLET,MAIN,VWD,NO SAUCE,44.0,Tuesday,WEEKDAY,2
115069,2023-03-07,DINNER,FILLET,MAIN,VWD,PEPPER,44.0,Tuesday,WEEKDAY,2
115069,2023-03-07,DINNER,SOUP,STARTER,Not Applicable,Not Applicable,8.0,Tuesday,WEEKDAY,1
115069,2023-03-07,DINNER,BROCCOLI,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Tuesday,WEEKDAY,1
115069,2023-03-07,DINNER,CARROTS,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Tuesday,WEEKDAY,1
115069,2023-03-07,DINNER,POTATO GRATIN,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Tuesday,WEEKDAY,1
115069,2023-03-07,DINNER,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
115069,2023-03-07,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
120072,2023-03-07,DINNER,SIRLOIN ON BONE,MAIN,M,PEPPER,39.0,Tuesday,WEEKDAY,1
120072,2023-03-07,DINNER,ONION RINGS,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Tuesday,WEEKDAY,1
120072,2023-03-07,DINNER,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
120072,2023-03-07,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
125075,2023-03-07,DINNER,SUPREME CHICKEN,MAIN,NON_P,NON_P,23.0,Tuesday,WEEKDAY,1
125075,2023-03-07,DINNER,FILLET,MAIN,MR,GARLIC BUTTER,44.0,Tuesday,WEEKDAY,1
125075,2023-03-07,DINNER,OYSTERS,STARTER,Not Applicable,Not Applicable,18.0,Tuesday,WEEKDAY,1
125075,2023-03-07,DINNER,HALIBUT,MAIN,NON_P,NON_P,24.0,Tuesday,WEEKDAY,1
125075,2023-03-07,DINNER,CAESAR SALAD,STARTER,Not Applicable,Not Applicable,10.0,Tuesday,WEEKDAY,1
125075,2023-03-07,DINNER,SOUP,STARTER,Not Applicable,Not Applicable,8.0,Tuesday,WEEKDAY,1
125075,2023-03-07,DINNER,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
125075,2023-03-07,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
130078,2023-03-07,DINNER,RIBEYE,MAIN,MR,PEPPER,47.0,Tuesday,WEEKDAY,3
130078,2023-03-07,DINNER,SUPREME CHICKEN,MAIN,NON_P,NON_P,23.0,Tuesday,WEEKDAY,1
130078,2023-03-07,DINNER,RIBEYE,MAIN,M,PEPPER,47.0,Tuesday,WEEKDAY,3
130078,2023-03-07,DINNER,T-BONE,MAIN,MR,PEPPER,49.0,Tuesday,WEEKDAY,1
130078,2023-03-07,DINNER,RIBEYE,MAIN,M,BEARNAISE,47.0,Tuesday,WEEKDAY,3
130078,2023-03-07,DINNER,SPINACH,EXTRA_SIDE,Not Applicable,Not Applicable,6.0,Tuesday,WEEKDAY,1
130078,2023-03-07,DINNER,BROCCOLI,EXTRA_SIDE,Not Applicable,Not Applicable,7.0,Tuesday,WEEKDAY,1
130078,2023-03-07,DINNER,CHIPS,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
130078,2023-03-07,DINNER,MASH,MAIN_SIDES,Not Applicable,Not Applicable,0.0,Tuesday,WEEKDAY,1
